sample	title	series
GSM4088818	lib10_pos_d29	GSE137811
GSM4088819	lib11_pos_d29	GSE137811
GSM4088820	lib12_pos_d31	GSE137811
GSM4088821	lib13_pos_d31	GSE137811
GSM4088822	lib14_neg_d31	GSE137811
GSM4120430	GFP_24h (GFP 24h rep 1)	GSE138853
GSM4120431	WT_24h (WT 24h rep 1)	GSE138853
GSM4120432	RW_24h (RW 24h rep 1 )	GSE138853
GSM4120433	O6_meG_24h (O6meG 24h rep 1)	GSE138853
GSM4120434	O6_meG_BnG_24h (O6meG+O6bzG 24h rep 1)	GSE138853
GSM4120435	GFP_24h.1 (GFP 24h rep 2)	GSE138853
GSM4120436	WT_24h.1 (WT 24h rep 2)	GSE138853
GSM4120437	RW_24h.1 (RW 24h rep 2)	GSE138853
GSM4120438	O6_meG_24h.1 (O6meG 24h rep 2)	GSE138853
GSM4120439	O6_meG_BnG_24h.1 (O6meG+O6bzG 24h rep 2)	GSE138853
GSM4120440	GFP_24h.2 (GFP 24h rep 3)	GSE138853
GSM4120441	WT_24h.2 (WT 24h rep 3)	GSE138853
GSM4120442	RW_24h.2 (RW 24h rep 3)	GSE138853
GSM4120443	O6_meG_24h.2 (O6meG 24h rep 3)	GSE138853
GSM4120444	O6_meG_BnG_24h.2 (O6meG+O6bzG 24h rep 3)	GSE138853
GSM4120445	GFP_6h (GFP 6h rep 1)	GSE138853
GSM4120446	WT_6h (WT 6h rep 1)	GSE138853
GSM4120447	RW_6h (RW 6h rep 1 )	GSE138853
GSM4120448	O6_meG_6h (O6meG 6h rep 1)	GSE138853
GSM4120449	O6_meG_BnG_6h (O6meG+O6bzG 6h rep 1)	GSE138853
GSM4120450	GFP_6h.1 (GFP 6h rep 2)	GSE138853
GSM4120451	WT_6h.1 (WT 6h rep 2)	GSE138853
GSM4120452	RW_6h.1 (RW 6h rep 2)	GSE138853
GSM4120453	O6_meG_BnG_6h.1 (O6meG 6h rep 2)	GSE138853
GSM4120454	O6_meG_6h.1 (O6meG+O6bzG 6h rep 2)	GSE138853
GSM4120455	GFP_6h.2 (GFP 6h rep 3)	GSE138853
GSM4120456	WT_6h.2 (WT 6h rep 3)	GSE138853
GSM4120457	RW_6h.2 (RW 6h rep 3)	GSE138853
GSM4120458	O6_meG_6h.2 (O6meG 6h rep 3)	GSE138853
GSM4120459	O6_meG_BnG_6h.2 (O6meG+O6bzG 6h rep 3)	GSE138853
GSM2102098	PC9	GSE79763
GSM2102099	MTAC-P	GSE79763
GSM2102100	MTAC-shLuciferace	GSE79764
GSM2102101	MTAC-shBCAT1-1	GSE79764
GSM2102102	MTAC-shBCAT1-2	GSE79764
GSM3453214	A549_4h_2.0MOI	GSE122031
GSM3453215	A549_4h_0.2MOI	GSE122031
GSM3453216	A549_4h_Mock	GSE122031
GSM3453217	A549_12h_2.0MOI	GSE122031
GSM3453218	A549_12h_0.2MOI	GSE122031
GSM3453219	A549_12h_Mock	GSE122031
GSM3591024	CRPC_05-011G2_LUNG	GSE126078
GSM3591027	CRPC_05-165K1_LUNG	GSE126078
GSM3591046	CRPC_11-028L3_LUNG	GSE126078
GSM3591054	CRPC_12-021I1_LUNG	GSE126078
GSM3591056	CRPC_13-012M3_LUNG	GSE126078
GSM3591060	CRPC_13-099J2_LUNG	GSE126078
GSM3591070	CRPC_14-039E3_LUNG	GSE126078
GSM3591078	CRPC_14-091E1_LUNG	GSE126078
GSM3591097	CRPC_16-071I2_LUNG	GSE126078
GSM3591103	CRPC_17-017N1_LUNG	GSE126078
GSM3733257	PDX #02	GSE130160
GSM3733258	PDX #05	GSE130160
GSM3733259	PDX #07	GSE130160
GSM3733260	PDX #10	GSE130160
GSM3733261	PDX #11	GSE130160
GSM3733262	PDX #16	GSE130160
GSM3733263	SRT #02	GSE130160
GSM3733264	SRT #05	GSE130160
GSM3733265	SRT #07	GSE130160
GSM3733266	SRT #10	GSE130160
GSM3733267	SRT #11	GSE130160
GSM3733268	SRT #16	GSE130160
GSM3818004	week 16 fetal_A	GSE131768
GSM3818005	week 17.5 fetal_B	GSE131768
GSM3818006	week 17.5 fetal_C	GSE131768
GSM3818007	20 wk fetal_A	GSE131768
GSM3818009	Adult AEC2_B_re-analyzed	GSE131768
GSM3818010	Adult AEC2_C_re-analyzed	GSE131768
GSM3818011	21 wk fetal_B_re-analyzed	GSE131768
GSM3818012	21 wk fetal_C_re-analyzed	GSE131768
GSM3818013	21 wk fetal_D_re-analyzed	GSE131768
GSM4041189	A549.BLM.siRNA1.1	GSE136105
GSM4041190	A549.BLM.siRNA1.2	GSE136105
GSM4041191	A549.BLM.siRNA1.3	GSE136105
GSM4041192	A549.BLM.siRNA2.1	GSE136105
GSM4041193	A549.BLM.siRNA2.2	GSE136105
GSM4041194	A549.BLM.siRNA2.3	GSE136105
GSM4041195	A549.BLM.siRNA3.1	GSE136105
GSM4041196	A549.BLM.siRNA3.2	GSE136105
GSM4041197	A549.BLM.siRNA3.3	GSE136105
GSM4041198	A549.CTL.1	GSE136105
GSM4041199	A549.CTL.2	GSE136105
GSM4041200	A549.CTL.3	GSE136105
GSM4066427	MRC5 fibroblasts, Ad_1_48hpi_R1	GSE137065
GSM4066428	MRC5 fibroblasts, Ad_2_48hpi_R1	GSE137065
GSM4066429	MRC5 fibroblasts, Ad_3_48hpi_R1	GSE137065
GSM4066430	MRC5 fibroblasts, dUL26_1_48hpi_R1	GSE137065
GSM4066431	MRC5 fibroblasts, dUL26_2_48hpi_R1	GSE137065
GSM4066432	MRC5 fibroblasts, dUL26_3_48hpi_R1	GSE137065
GSM4088765	siIQGAP3-1	GSE137802
GSM4088766	siIQGAP3-2	GSE137802
GSM4088767	siIQGAP3-3	GSE137802
GSM4088768	siCtrl-1	GSE137802
GSM4088769	siCtrl-2	GSE137802
GSM4088770	siCtrl-3	GSE137802
GSM4095226	Lung, CD4 T cells, naive, 500141	GSE137967
GSM4095227	Lung, CD8 T cells, naive, 500181	GSE137967
GSM4095230	Lung, CD4 T cells, naive, 508141	GSE137967
GSM4095231	Lung, CD8 T cells, naive, 508181	GSE137967
GSM4095234	Lung, CD4 T cells, naive, 510141	GSE137967
GSM4095235	Lung, CD8 T cells, naive, 510181	GSE137967
GSM4095238	Lung, CD4 T cells, naive, 515141	GSE137967
GSM4095239	Lung, CD8 T cells, naive, 515181	GSE137967
GSM4095242	Lung, CD4 T cells, naive, 516141	GSE137967
GSM4095243	Lung, CD8 T cells, naive, 516181	GSE137967
GSM4095245	Lung, CD4 T cells, naive, 571141	GSE137967
GSM4095246	Lung, CD8 T cells, naive, 571181	GSE137967
GSM4095249	Lung, CD4 T cells, naive, 574141	GSE137967
GSM4095250	Lung, CD8 T cells, naive, 574181	GSE137967
GSM4095253	Lung, CD4 T cells, naive, 576141	GSE137967
GSM4095254	Lung, CD8 T cells, naive, 576181	GSE137967
GSM4095257	Lung, CD4 T cells, naive, 616141	GSE137967
GSM4095258	Lung, CD8 T cells, naive, 616181	GSE137967
GSM4095261	Lung, CD4 T cells, naive, 618141	GSE137967
GSM4095262	Lung, CD8 T cells, naive, 618181	GSE137967
GSM4095265	Lung, CD4 T cells, naive, 620141	GSE137967
GSM4095266	Lung, CD8 T cells, naive, 620181	GSE137967
GSM4095268	Lung, CD4 T cells, CM, 500142	GSE137967
GSM4095270	Lung, CD4 T cells, CM, 508142	GSE137967
GSM4095272	Lung, CD4 T cells, CM, 510142	GSE137967
GSM4095273	Lung, CD4 T cells, CM, 515142	GSE137967
GSM4095277	Lung, CD4 T cells, CM, 571142	GSE137967
GSM4095278	Lung, CD8 T cells, CM, 571182	GSE137967
GSM4095281	Lung, CD4 T cells, CM, 574142	GSE137967
GSM4095283	Lung, CD4 T cells, CM, 576142	GSE137967
GSM4095286	Lung, CD4 T cells, CM, 618142	GSE137967
GSM4095288	Lung, CD4 T cells, CM, 620142	GSE137967
GSM4095291	Lung, CD4 T cells, EM, 500143	GSE137967
GSM4095292	Lung, CD8 T cells, EM, 500183	GSE137967
GSM4095294	Lung, CD4 T cells, EM, 508143	GSE137967
GSM4095298	Lung, CD4 T cells, EM, 515143	GSE137967
GSM4095299	Lung, CD8 T cells, EM, 515183	GSE137967
GSM4095302	Lung, CD4 T cells, EM, 571143	GSE137967
GSM4095304	Lung, CD4 T cells, EM, 574143	GSE137967
GSM4095305	Lung, CD8 T cells, EM, 574183	GSE137967
GSM4095307	Lung, CD4 T cells, EM, 576143	GSE137967
GSM4095311	Lung, CD4 T cells, EM, 618143	GSE137967
GSM4095314	Lung, CD4 T cells, EM, 620143	GSE137967
GSM4095315	Lung, CD8 T cells, EM, 620183	GSE137967
GSM4095317	Lung, CD4 T cells, TRM, 500144	GSE137967
GSM4095318	Lung, CD8 T cells, TRM, 500184	GSE137967
GSM4095321	Lung, CD4 T cells, TRM, 508144	GSE137967
GSM4095322	Lung, CD8 T cells, TRM, 508184	GSE137967
GSM4095323	Lung, CD4 T cells, TRM, 510144	GSE137967
GSM4095324	Lung, CD8 T cells, TRM, 510184	GSE137967
GSM4095327	Lung, CD4 T cells, TRM, 515144	GSE137967
GSM4095328	Lung, CD8 T cells, TRM, 515184	GSE137967
GSM4095331	Lung, CD4 T cells, TRM, 516144	GSE137967
GSM4095332	Lung, CD8 T cells, TRM, 516184	GSE137967
GSM4095335	Lung, CD4 T cells, TRM, 571144	GSE137967
GSM4095336	Lung, CD8 T cells, TRM, 571184	GSE137967
GSM4095339	Lung, CD4 T cells, TRM, 574144	GSE137967
GSM4095340	Lung, CD8 T cells, TRM, 574184	GSE137967
GSM4095342	Lung, CD4 T cells, TRM, 576144	GSE137967
GSM4095343	Lung, CD8 T cells, TRM, 576184	GSE137967
GSM4095346	Lung, CD4 T cells, TRM, 616144	GSE137967
GSM4095347	Lung, CD8 T cells, TRM, 616184	GSE137967
GSM4095350	Lung, CD4 T cells, TRM, 618144	GSE137967
GSM4095351	Lung, CD8 T cells, TRM, 618184	GSE137967
GSM4095354	Lung, CD4 T cells, TRM, 620144	GSE137967
GSM4095355	Lung, CD8 T cells, TRM, 620184	GSE137967
GSM4148214	H460	GSE139887
GSM4148215	R-H460	GSE139887
GSM4173639	Lung rep1 [S04_Lung]	GSE140523
GSM4173657	Lung rep2 [S15_Lung]	GSE140523
GSM4173666	Lung rep3 [S25_Lung]	GSE140523
GSM4173670	Lung rep4 [S30_Lung]	GSE140523
GSM4173671	Lung rep5 [S31_Lung]	GSE140523
GSM2992385	sample_1_L001	GSE110495
GSM2992386	sample_1_L002	GSE110495
GSM2992387	sample_2_L001	GSE110495
GSM2992388	sample_2_L002	GSE110495
GSM2992389	sample_3_L001	GSE110495
GSM2992390	sample_3_L002	GSE110495
GSM2992391	sample_4_L001	GSE110495
GSM2992392	sample_4_L002	GSE110495
GSM2992393	sample_5_L001	GSE110495
GSM2992394	sample_5_L002	GSE110495
GSM2992395	sample_6_L001	GSE110495
GSM2992396	sample_6_L002	GSE110495
GSM2992397	sample_7_L001	GSE110495
GSM2992398	sample_7_L002	GSE110495
GSM2992399	sample_8_L001	GSE110495
GSM2992400	sample_8_L002	GSE110495
GSM2992401	sample_9_L001	GSE110495
GSM2992402	sample_9_L002	GSE110495
GSM2992403	sample_10_L001	GSE110495
GSM2992404	sample_10_L002	GSE110495
GSM2992405	sample_11_L001	GSE110495
GSM2992406	sample_11_L002	GSE110495
GSM2992407	sample_12_L001	GSE110495
GSM2992408	sample_12_L002	GSE110495
GSM2992409	sample_13_L001	GSE110495
GSM2992410	sample_13_L002	GSE110495
GSM2992411	sample_14_L001	GSE110495
GSM2992412	sample_14_L002	GSE110495
GSM2992413	sample_15_L001	GSE110495
GSM2992414	sample_15_L002	GSE110495
GSM2992415	sample_16_L001	GSE110495
GSM2992416	sample_16_L002	GSE110495
GSM2992417	sample_17_L001	GSE110495
GSM2992418	sample_17_L002	GSE110495
GSM2992419	sample_18_L001	GSE110495
GSM2992420	sample_18_L002	GSE110495
GSM2746060	IPF1_14_CD3	GSE102751
GSM2746061	IPF2_14_CD3	GSE102751
GSM2746062	IPF3_14_CD3	GSE102751
GSM3319180	Lu-ty2 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319181	Lu-Aty3 Atypical Carcinoids (ACs)	GSE118131-GSE118133
GSM3319182	Lu-Aty4 Atypical Carcinoids (ACs)	GSE118131-GSE118133
GSM3319183	Lu-ty3 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319184	Lu-Aty5 Atypical Carcinoids (ACs)	GSE118131-GSE118133
GSM3319185	Lu-Aty6 Atypical Carcinoids (ACs)	GSE118131-GSE118133
GSM3319186	Lu-ty4 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319187	Lu-ty5 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319188	Lu-ty6 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319189	Lu-Aty7 Atypical Carcinoids (ACs)	GSE118131-GSE118133
GSM3319190	Lu-ty7 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319191	Lu-Aty8 Atypical Carcinoids (ACs)	GSE118131-GSE118133
GSM3319192	Lu-ty8 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319193	Lu-ty9 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319194	Lu-Aty9 Atypical Carcinoids (ACs)	GSE118131-GSE118133
GSM3319195	Lu-Aty10 Atypical Carcinoids (ACs)	GSE118131-GSE118133
GSM3319196	Lu-Aty11 Atypical Carcinoids (ACs)	GSE118131-GSE118133
GSM3319197	Lu-Aty12 Atypical Carcinoids (ACs)	GSE118131-GSE118133
GSM3319198	Lu-ty10 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319199	Lu-ty11 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319200	Lu-ty12 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319201	Lu-ty13 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319202	Lu-ty14 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319203	Lu-ty15 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319204	Lu-ty16 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319205	Lu-ty17 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319206	Lu-Aty13 Atypical Carcinoids (ACs)	GSE118131-GSE118133
GSM3319207	Lu-ty1 Typical Carcinoids (TCs)	GSE118131-GSE118133
GSM3319208	Lu-Aty1 Atypical Carcinoids (ACs)	GSE118131-GSE118133
GSM3319209	Lu-Aty2 Atypical Carcinoids (ACs)	GSE118131-GSE118133
GSM3830064	16102_A549-P1_S48_L999_R1_001	GSE131934
GSM3830065	16103_A549-P2_S49_L999_R1_001	GSE131934
GSM3830066	23784_A549-Ko1_S44_L999_R1_001	GSE131934
GSM3830067	23785_A549-Ko2_S45_L999_R1_001	GSE131934
GSM3830068	16106_H1299-P1_S52_L999_R1_001	GSE131934
GSM3830069	16107_H1299-P2_S53_L999_R1_001	GSE131934
GSM3830070	23786_H1299-Ko1_S39_L999_R1_001	GSE131934
GSM3830071	23787_H1299-Ko2_S16_L999_R1_001	GSE131934
GSM3938584	A549 cells, MLN 0µM 8h Replicate 1	GSE134190
GSM3938585	A549 cells, MLN 0.25µM 8h  Replicate 1	GSE134190
GSM3938586	A549 cells, MLN 0.5µM 8h Replicate 1	GSE134190
GSM3938587	A549 cells, MLN 0µM 24h  Replicate 1	GSE134190
GSM3938588	A549 cells, MLN 0.25µM 24h Replicate 1	GSE134190
GSM3938589	A549 cells, MLN 0.5µM 24h  Replicate 1	GSE134190
GSM3938590	A549 cells, MLN 0µM 8h Replicate 2	GSE134190
GSM3938591	A549 cells, MLN 0.25µM 8h Replicate 2	GSE134190
GSM3938592	A549 cells, MLN 0.5µM 8h Replicate 2	GSE134190
GSM3938593	A549 cells, MLN 0µM 24h Replicate 2	GSE134190
GSM3938594	A549 cells, MLN 0.25µM 24h Replicate 2	GSE134190
GSM3938595	A549 cells, MLN 0.5µM 24h  Replicate 2	GSE134190
GSM4211099	SJWK1	GSE141685
GSM4211100	SJWK4	GSE141685
GSM4211101	SJWK5	GSE141685
GSM4211102	SJWK6	GSE141685
GSM4211103	SJWK8	GSE141685
GSM2612068	LSC1_DMSO	GSE98764
GSM2612069	LSC1_AA5	GSE98764
GSM2612070	LSC2_DMSO	GSE98764
GSM2612071	LSC2_AA5	GSE98764
GSM2612072	LSC3_DMSO	GSE98764
GSM2612073	LSC3_AA5	GSE98764
GSM2612074	LSC4_DMSO	GSE98764
GSM2612075	LSC4_AA5	GSE98764
GSM2612076	LSC5_DMSO	GSE98764
GSM2612077	LSC5_AA5	GSE98764
GSM2612078	LSC6_DMSO	GSE98764
GSM2612079	LSC6_AA5	GSE98764
GSM4196446	CMTR1_uninfected_07122016_rep1	GSE141171
GSM4196447	CMTR1_uninfected_07122016_rep2	GSE141171
GSM4196448	CMTR1_uninfected_07122016_rep3	GSE141171
GSM4196449	CMTR1_uninfected_11242016_rep1	GSE141171
GSM4196450	CMTR1_uninfected_11242016_rep2	GSE141171
GSM4196451	CMTR1_uninfected_11242016_rep3	GSE141171
GSM4196452	CMTR1_uninfected_11302016_rep1	GSE141171
GSM4196453	CMTR1_uninfected_11302016_rep2	GSE141171
GSM4196454	CMTR1_uninfected_11302016_rep3	GSE141171
GSM4196455	CMTR1_PR8_07122016_rep1	GSE141171
GSM4196456	CMTR1_PR8_07122016_rep2	GSE141171
GSM4196457	CMTR1_PR8_07122016_rep3	GSE141171
GSM4196458	CMTR1_PR8_11242016_rep1	GSE141171
GSM4196459	CMTR1_PR8_11242016_rep2	GSE141171
GSM4196460	CMTR1_PR8_11242016_rep3	GSE141171
GSM4196461	CMTR1_PR8_11302016_rep1	GSE141171
GSM4196462	CMTR1_PR8_11302016_rep2	GSE141171
GSM4196463	CMTR1_PR8_11302016_rep3	GSE141171
GSM4196464	CMTR1_IFN_07122016_rep1	GSE141171
GSM4196465	CMTR1 _IFN_07122016_rep2	GSE141171
GSM4196466	CMTR1 _IFN_07122016_rep3	GSE141171
GSM4196467	CMTR1 _IFN_11242016_rep1	GSE141171
GSM4196468	CMTR1 _IFN_11242016_rep2	GSE141171
GSM4196469	CMTR1 _IFN_11242016_rep3	GSE141171
GSM4196470	CMTR1 _IFN_11302016_rep1	GSE141171
GSM4196471	CMTR1 _IFN_11302016_rep2	GSE141171
GSM4196472	CMTR1 _IFN_11302016_rep3	GSE141171
GSM4196473	Control_uninfected_07122016_rep1	GSE141171
GSM4196474	Control_uninfected_07122016_rep2	GSE141171
GSM4196475	Control_uninfected_07122016_rep3	GSE141171
GSM4196476	Control_uninfected_11242016_rep1	GSE141171
GSM4196477	Control_uninfected_11242016_rep2	GSE141171
GSM4196478	Control_uninfected_11242016_rep3	GSE141171
GSM4196479	Control_uninfected_11302016_rep1	GSE141171
GSM4196480	Control_uninfected_11302016_rep2	GSE141171
GSM4196481	Control_uninfected_11302016_rep3	GSE141171
GSM4196482	Control_PR8_07122016_rep1	GSE141171
GSM4196483	Control_PR8_07122016_rep2	GSE141171
GSM4196484	Control_PR8_07122016_rep3	GSE141171
GSM4196485	Control_PR8_11242016_rep1	GSE141171
GSM4196486	Control_PR8_11242016_rep2	GSE141171
GSM4196487	Control_PR8_11242016_rep3	GSE141171
GSM4196488	Control_PR8_11302016_rep1	GSE141171
GSM4196489	Control_PR8_11302016_rep2	GSE141171
GSM4196490	Control_PR8_11302016_rep3	GSE141171
GSM4196491	Control_IFN_07122016_rep1	GSE141171
GSM4196492	Control_IFN_07122016_rep2	GSE141171
GSM4196493	Control_IFN_07122016_rep3	GSE141171
GSM4196494	Control_IFN_11242016_rep1	GSE141171
GSM4196495	Control_IFN_11242016_rep2	GSE141171
GSM4196496	Control_IFN_11242016_rep3	GSE141171
GSM4196497	Control_IFN_11302016_rep1	GSE141171
GSM4196498	Control_IFN_11302016_rep2	GSE141171
GSM4196499	Control_IFN_11302016_rep3	GSE141171
GSM4196500	WDR7_uninfected_rep1	GSE141171
GSM4196501	WDR7_uninfected_rep2	GSE141171
GSM4196502	WDR7_uninfected_rep3	GSE141171
GSM4196503	CCDC115_uninfected_rep1	GSE141171
GSM4196504	CCDC115_uninfected_rep2	GSE141171
GSM4196505	CCDC115_uninfected_rep3	GSE141171
GSM4196506	TMEM199_uninfected_rep1	GSE141171
GSM4196507	TMEM199_uninfected_rep2	GSE141171
GSM4196508	TMEM199_uninfected_rep3	GSE141171
GSM4196509	Control_uninfected_rep1	GSE141171
GSM4196510	Control_uninfected_rep2	GSE141171
GSM4196511	Control_uninfected_rep3	GSE141171
GSM4196512	WDR7_PR8_rep1	GSE141171
GSM4196513	WDR7_PR8_rep2	GSE141171
GSM4196514	WDR7_PR8_rep3	GSE141171
GSM4196515	CCDC115_PR8_rep1	GSE141171
GSM4196516	CCDC115_PR8_rep2	GSE141171
GSM4196517	CCDC115_PR8_rep3	GSE141171
GSM4196518	TMEM199_PR8_rep1	GSE141171
GSM4196519	TMEM199_PR8_rep2	GSE141171
GSM4196520	TMEM199_PR8_rep3	GSE141171
GSM4196521	Control_PR8_rep1	GSE141171
GSM4196522	Control_PR8_rep2	GSE141171
GSM4196523	Control_PR8_rep3	GSE141171
GSM3738437	PC9 Control	GSE130425
GSM3738438	PC9-TAZ4SA	GSE130425
GSM4224434	Lib10:H2228_H1975_A549_H838_HCC827_Mixture_10X_RNASeq	GSE142286
GSM4224435	Lib90:H2228_H1975_A549_H838_HCC827_Mixture_10X_RNASeq	GSE142286
GSM2741635	A549-ONECUT2_RNA-seq	GSE102599
GSM2741636	A549-ONECUT2(∆DBD)_RNA-seq	GSE102599
GSM2741637	A549_DMSO_RNA-seq	GSE102599
GSM2741638	A549_GSK126_RNA-seq	GSE102599
GSM3265027	TAM-NSCLC TAM-52-A	GSE116946-GSE116948
GSM3265028	TAM-NSCLC TAM-62-A	GSE116946-GSE116948
GSM3265029	TAM-NSCLC TAM-68-A	GSE116946-GSE116948
GSM3265030	TAM-NSCLC TAM-70-A	GSE116946-GSE116948
GSM3265031	TAM-NSCLC TAM-71-A	GSE116946-GSE116948
GSM3265032	TAM-NSCLC TAM-72-A	GSE116946-GSE116948
GSM3265033	TAM-NSCLC TAM-74-A	GSE116946-GSE116948
GSM3265034	TAM-NSCLC TAM-80-A	GSE116946-GSE116948
GSM3265035	TAM-NSCLC TAM-81-S	GSE116946-GSE116948
GSM3265036	TAM-NSCLC TAM-88-S	GSE116946-GSE116948
GSM3265037	TAM-NSCLC TAM-91-A	GSE116946-GSE116948
GSM3265038	TAM-NSCLC TAM-96-A	GSE116946-GSE116948
GSM3265039	TAM-NSCLC TAM-97-S	GSE116946-GSE116948
GSM3265040	TAM-NSCLC TAM-99-S	GSE116946-GSE116948
GSM3265041	TAM-NSCLC TAM-103-A	GSE116946-GSE116948
GSM3265042	TAM-NSCLC TAM-105-A	GSE116946-GSE116948
GSM3265043	TAM-NSCLC TAM-113-A	GSE116946-GSE116948
GSM3265044	TAM-NSCLC TAM-116-A	GSE116946-GSE116948
GSM3265045	TAM-NSCLC TAM-117-S	GSE116946-GSE116948
GSM3265046	TAM-NSCLC TAM-121-A	GSE116946-GSE116948
GSM3265047	TAM-NSCLC TAM-132-A	GSE116946-GSE116948
GSM3265048	TAM-NSCLC TAM-135-S	GSE116946-GSE116948
GSM3265049	TAM-NSCLC TAM-137-S	GSE116946-GSE116948
GSM3265050	TAM-NSCLC TAM-149-S	GSE116946-GSE116948
GSM3265051	TAM-NSCLC TAM-150-A	GSE116946-GSE116948
GSM3265052	TAM-NSCLC TAM-153-A	GSE116946-GSE116948
GSM3265053	TAM-NSCLC TAM-156-A	GSE116946-GSE116948
GSM3265054	TAM-NSCLC TAM-159-A	GSE116946-GSE116948
GSM3265055	TAM-NSCLC TAM-161-A	GSE116946-GSE116948
GSM3265056	TAM-NSCLC TAM-163-A	GSE116946-GSE116948
GSM3265057	TAM-NSCLC TAM-164-A	GSE116946-GSE116948
GSM3265058	TAM-NSCLC TAM-167-A	GSE116946-GSE116948
GSM3265059	TAM-NSCLC TAM-179-A	GSE116946-GSE116948
GSM3265060	TAM-NSCLC TAM-186-S	GSE116946-GSE116948
GSM3265061	TAM-NSCLC TAM-192-A	GSE116946-GSE116948
GSM3265062	TAM-NSCLC TAM-196-A	GSE116946-GSE116948
GSM3265063	TAM-NSCLC TAM-203-A	GSE116946-GSE116948
GSM3265064	TAM-NSCLC TAM-210-A	GSE116946-GSE116948
GSM3265065	TAM-NSCLC TAM-227-S	GSE116946-GSE116948
GSM3265066	TAM-NSCLC TAM-228-A	GSE116946-GSE116948
GSM3265067	NTAM-NSCLC NTAM-62	GSE116946-GSE116948
GSM3265068	NTAM-NSCLC NTAM-68	GSE116946-GSE116948
GSM3265069	NTAM-NSCLC NTAM-70	GSE116946-GSE116948
GSM3265070	NTAM-NSCLC NTAM-80	GSE116946-GSE116948
GSM3265071	NTAM-NSCLC NTAM-88	GSE116946-GSE116948
GSM3265072	NTAM-NSCLC NTAM-91	GSE116946-GSE116948
GSM3265073	NTAM-NSCLC NTAM-96	GSE116946-GSE116948
GSM3265074	NTAM-NSCLC NTAM-99	GSE116946-GSE116948
GSM3265075	NTAM-NSCLC NTAM-103	GSE116946-GSE116948
GSM3265076	NTAM-NSCLC NTAM-105	GSE116946-GSE116948
GSM3265077	NTAM-NSCLC NTAM-113	GSE116946-GSE116948
GSM3265078	NTAM-NSCLC NTAM-117	GSE116946-GSE116948
GSM3265079	NTAM-NSCLC NTAM-121	GSE116946-GSE116948
GSM3265080	NTAM-NSCLC NTAM-132	GSE116946-GSE116948
GSM3265081	NTAM-NSCLC NTAM-135	GSE116946-GSE116948
GSM3265082	NTAM-NSCLC NTAM-137	GSE116946-GSE116948
GSM3265083	NTAM-NSCLC NTAM-149	GSE116946-GSE116948
GSM3265084	NTAM-NSCLC NTAM-150	GSE116946-GSE116948
GSM3265085	NTAM-NSCLC NTAM-153	GSE116946-GSE116948
GSM3265086	NTAM-NSCLC NTAM-156	GSE116946-GSE116948
GSM3265087	NTAM-NSCLC NTAM-159	GSE116946-GSE116948
GSM3265088	NTAM-NSCLC NTAM-161	GSE116946-GSE116948
GSM3265089	NTAM-NSCLC NTAM-163	GSE116946-GSE116948
GSM3265090	NTAM-NSCLC NTAM-164	GSE116946-GSE116948
GSM3265091	NTAM-NSCLC NTAM-167	GSE116946-GSE116948
GSM3265092	NTAM-NSCLC NTAM-179	GSE116946-GSE116948
GSM3265093	NTAM-NSCLC NTAM-186	GSE116946-GSE116948
GSM3265094	NTAM-NSCLC NTAM-192	GSE116946-GSE116948
GSM3265095	NTAM-NSCLC NTAM-196	GSE116946-GSE116948
GSM3265096	NTAM-NSCLC NTAM-198	GSE116946-GSE116948
GSM3265097	NTAM-NSCLC NTAM-203	GSE116946-GSE116948
GSM3265098	NTAM-NSCLC NTAM-210	GSE116946-GSE116948
GSM3265099	NTAM-NSCLC NTAM-227	GSE116946-GSE116948
GSM3265100	NTAM-NSCLC NTAM-228	GSE116946-GSE116948
GSM3295023	CellPOP_sample_O1 to CellPOP_sample_O24	GSE117450-GSE118767
GSM3295024	Cellmix1_sample_A3  to Cellmix1_sample_P20 SC1	GSE117450-GSE118767
GSM3295025	Cellmix2_sample_A3  to Cellmix2_sample_P20 SC2	GSE117450-GSE118767
GSM3295026	Cellmix3_sample_A3  to Cellmix3_sample_P20 SC3	GSE117450-GSE118767
GSM3295027	Cellmix4_sample_A3 to Cellmix4_sample_P20 SC4	GSE117450-GSE118767
GSM3305230	CelSeq2_Mixture 383 samples	GSE117617-GSE118767
GSM3305231	SortSeq_Mixture 383 samples	GSE117618-GSE118767
GSM3333307	Pre LPS (time 0h) 1	GSE118566
